,batch,instance,algo,par_Vertices,par_Layer,par_Fan,par_DicountedRate,par_PercNeg,par_CP,vertices,edges,diameter,max in degree,min in degree,mean in degree,max out degree,min out degree,mean out degree,discounted Rate,negative activities,deadline,last task Early Finish,effort,NPV,time
1006,"['100', '10', '3', '20', '50']",dg40.tpf,HS,100,10,3,20,50,1,102,240,9,3,1,2.1515151515151514,3,1,2.1616161616161618,0.2,51.9607843137255,140,70,5389,123.57902823401803,0.03634285926818848
1007,"['100', '10', '3', '20', '50']",dg40.tpf,RS,100,10,3,20,50,1,102,240,9,3,1,2.1515151515151514,3,1,2.1616161616161618,0.2,51.9607843137255,140,67,29366,121.98866622389521,0.3191859722137451
1008,"['100', '10', '3', '20', '50']",dg400.tpf,SAA,100,10,3,20,50,1,102,246,8,3,1,2.1818181818181817,3,1,2.2626262626262625,0.2,50.0,116,58,5319,128.33342009808499,0.060196876525878906
1009,"['100', '10', '3', '20', '50']",dg400.tpf,HS,100,10,3,20,50,1,102,246,8,3,1,2.1818181818181817,3,1,2.2626262626262625,0.2,50.0,116,58,4467,128.33342009808499,0.024909496307373047
1010,"['100', '10', '3', '20', '50']",dg400.tpf,RS,100,10,3,20,50,1,102,246,8,3,1,2.1818181818181817,3,1,2.2626262626262625,0.2,50.0,116,58,63817,128.33342009808499,0.7203001976013184
1011,"['100', '10', '3', '20', '50']",dg401.tpf,SAA,100,10,3,20,50,1,102,234,7,3,1,2.0707070707070705,3,1,2.101010101010101,0.2,50.0,120,60,5093,194.9803007903586,0.04783296585083008
1012,"['100', '10', '3', '20', '50']",dg401.tpf,HS,100,10,3,20,50,1,102,234,7,3,1,2.0707070707070705,3,1,2.101010101010101,0.2,50.0,120,60,4273,194.9803007903586,0.030280351638793945
1013,"['100', '10', '3', '20', '50']",dg401.tpf,RS,100,10,3,20,50,1,102,234,7,3,1,2.0707070707070705,3,1,2.101010101010101,0.2,50.0,120,60,25183,194.9803007903586,0.3004794120788574
1014,"['100', '10', '3', '20', '50']",dg402.tpf,SAA,100,10,3,20,50,1,102,236,9,3,1,2.1313131313131315,3,1,2.1616161616161618,0.2,45.09803921568628,130,65,4004,192.03009364704874,0.03866934776306152
1015,"['100', '10', '3', '20', '50']",dg402.tpf,HS,100,10,3,20,50,1,102,236,9,3,1,2.1313131313131315,3,1,2.1616161616161618,0.2,45.09803921568628,130,65,2850,192.03009364704874,0.02529454231262207
1016,"['100', '10', '3', '20', '50']",dg402.tpf,RS,100,10,3,20,50,1,102,236,9,3,1,2.1313131313131315,3,1,2.1616161616161618,0.2,45.09803921568628,130,65,10100,192.03009364704874,0.1066293716430664
1017,"['100', '10', '3', '20', '50']",dg403.tpf,SAA,100,10,3,20,50,1,102,242,8,3,1,2.1717171717171717,3,1,2.191919191919192,0.2,48.03921568627451,134,67,9324,163.93850168879914,0.10381412506103516
1018,"['100', '10', '3', '20', '50']",dg403.tpf,HS,100,10,3,20,50,1,102,242,8,3,1,2.1717171717171717,3,1,2.191919191919192,0.2,48.03921568627451,134,67,6317,163.93850168879914,0.06238269805908203
1019,"['100', '10', '3', '20', '50']",dg403.tpf,RS,100,10,3,20,50,1,102,242,8,3,1,2.1717171717171717,3,1,2.191919191919192,0.2,48.03921568627451,134,67,13970,163.93850168879914,0.1663224697113037
1020,"['100', '10', '3', '20', '50']",dg404.tpf,SAA,100,10,3,20,50,1,102,238,7,3,1,2.1414141414141414,3,1,2.1616161616161618,0.2,42.15686274509804,118,59,4204,147.908400924855,0.04440903663635254
