id,algo,vertices,layer,fan,disRate,percNeg,cpMult,effort,time,Edges,Diameter,Max in degree,Min in degree,Mean in degree,Max out degree,Min out degree,Mean out degree,Discounted Rate,Negative activities,Deadline,Last task Early Finish,Unit Effort,NPV,Time
4830,RS,100,5,3,10,20,1,2132,"0,0239367485",245,7,3,1,"2,141414141",3,1,"2,191919192","0,1","25,49019608",86,43,2132,"725,1512589","0,0239367485"
4831,SAA,100,5,3,10,20,2,868,"0,01396203041",245,7,3,1,"2,080808081",3,1,"2,141414141","0,1","16,66666667",129,43,868,"884,7074988","0,01396203041"
4832,HS,100,5,3,10,20,2,416,"0,0039870739",245,7,3,1,"2,080808081",3,1,"2,141414141","0,1","16,66666667",129,43,416,"884,7074988","0,0039870739"
4833,RS,100,5,3,10,20,2,986,"0,00897717476",245,7,3,1,"2,080808081",3,1,"2,141414141","0,1","16,66666667",129,43,986,"884,7074988","0,00897717476"
4834,SAA,100,5,3,10,20,2,2921,"0,03191399574",244,7,3,1,"2,131313131",3,1,"2,121212121","0,1","21,56862745",135,45,2921,"711,1063167","0,03191399574"
4835,HS,100,5,3,10,20,2,1649,"0,00797820091",244,7,3,1,"2,131313131",3,1,"2,121212121","0,1","21,56862745",135,45,1649,"711,1063167","0,00797820091"
4836,RS,100,5,3,10,20,2,4434,"0,03790211678",244,7,3,1,"2,131313131",3,1,"2,121212121","0,1","21,56862745",135,45,4434,"708,7209378","0,03790211678"
4837,SAA,100,5,3,10,20,2,1018,"0,01795339584",243,7,3,1,"2,111111111",3,1,"2,161616162","0,1","27,45098039",132,44,1018,"805,1126811","0,01795339584"
4838,HS,100,5,3,10,20,2,558,"0,00796866417",243,7,3,1,"2,111111111",3,1,"2,161616162","0,1","27,45098039",132,44,558,"805,1126811","0,00796866417"
4839,RS,100,5,3,10,20,2,1781,"0,03290987015",243,7,3,1,"2,111111111",3,1,"2,161616162","0,1","27,45098039",132,44,1781,"805,1126811","0,03290987015"
4840,SAA,100,5,3,10,20,2,2633,"0,04388356209",246,7,3,1,"2,161616162",3,1,"2,151515152","0,1","20,58823529",132,44,2633,"888,2886067","0,04388356209"
4841,HS,100,5,3,10,20,2,1466,"0,01496291161",246,7,3,1,"2,161616162",3,1,"2,151515152","0,1","20,58823529",132,44,1466,"888,2886067","0,01496291161"
4842,RS,100,5,3,10,20,2,2899,"0,031914711",246,7,3,1,"2,161616162",3,1,"2,151515152","0,1","20,58823529",132,42,2899,"888,2886067","0,031914711"
4843,SAA,100,5,3,10,20,2,2472,"0,02393698692",241,8,3,1,"2,090909091",3,1,"2,161616162","0,1","22,54901961",129,43,2472,"674,3634945","0,02393698692"
4844,HS,100,5,3,10,20,2,1335,"0,00698041916",241,8,3,1,"2,090909091",3,1,"2,161616162","0,1","22,54901961",129,43,1335,"674,3634945","0,00698041916"
4845,RS,100,5,3,10,20,2,2054,"0,01994729042",241,8,3,1,"2,090909091",3,1,"2,161616162","0,1","22,54901961",129,43,2054,"674,3634945","0,01994729042"
4846,SAA,100,5,3,10,20,2,3418,"0,03490662575",249,7,3,1,"2,181818182",3,1,"2,171717172","0,1","18,62745098",138,46,3418,"791,1455042","0,03490662575"
4847,HS,100,5,3,10,20,2,1731,"0,02194237709",249,7,3,1,"2,181818182",3,1,"2,171717172","0,1","18,62745098",138,46,1731,"791,1455042","0,02194237709"
4848,RS,100,5,3,10,20,2,2525,"0,02732419968",249,7,3,1,"2,181818182",3,1,"2,171717172","0,1","18,62745098",138,46,2525,"791,1455042","0,02732419968"
4849,SAA,100,5,3,10,20,2,1035,"0,02523612976",231,7,3,1,2,3,1,"1,98989899","0,1","23,52941176",138,46,1035,"886,7609559","0,02523612976"
4850,HS,100,5,3,10,20,2,597,"0,01562166214",231,7,3,1,2,3,1,"1,98989899","0,1","23,52941176",138,46,597,"886,7609559","0,01562166214"
4851,RS,100,5,3,10,20,2,1707,0,231,7,3,1,2,3,1,"1,98989899","0,1","23,52941176",138,46,1707,"885,8850623",0
4852,SAA,100,5,3,10,20,2,769,"0,01563119888",233,8,3,1,"1,939393939",3,1,"2,03030303","0,1","12,74509804",135,45,769,"1065,467249","0,01563119888"
4853,HS,100,5,3,10,20,2,370,0,233,8,3,1,"1,939393939",3,1,"2,03030303","0,1","12,74509804",135,45,370,"1065,467249",0
4854,RS,100,5,3,10,20,2,698,"0,01562476158",233,8,3,1,"1,939393939",3,1,"2,03030303","0,1","12,74509804",135,45,698,"1065,467249","0,01562476158"
4855,SAA,100,5,3,10,20,2,992,"0,01212787628",241,7,3,1,"2,121212121",3,1,"2,111111111","0,1","14,70588235",129,43,992,"845,7636063","0,01212787628"
4856,HS,100,5,3,10,20,2,508,"0,00698447227",241,7,3,1,"2,121212121",3,1,"2,111111111","0,1","14,70588235",129,43,508,"845,7636063","0,00698447227"
4857,RS,100,5,3,10,20,2,939,"0,01096224785",241,7,3,1,"2,121212121",3,1,"2,111111111","0,1","14,70588235",129,43,939,"845,7636063","0,01096224785"
4858,SAA,100,5,3,10,20,2,988,"0,02094483376",235,7,3,1,"2,01010101",3,1,"2,070707071","0,1","19,60784314",135,45,988,"887,5024541","0,02094483376"
4859,HS,100,5,3,10,20,2,568,"0,00698184967",235,7,3,1,"2,01010101",3,1,"2,070707071","0,1","19,60784314",135,45,568,"887,5024541","0,00698184967"
4860,RS,100,5,3,10,20,2,1068,"0,01690912247",235,7,3,1,"2,01010101",3,1,"2,070707071","0,1","19,60784314",135,45,1068,"887,5024541","0,01690912247"
4861,SAA,100,5,3,10,40,1,2171,"0,03405833244",241,7,3,1,"2,04040404",3,1,"2,121212121","0,1","34,31372549",86,43,2171,"721,8173693","0,03405833244"
4862,HS,100,5,3,10,40,1,1333,"0,0089764595",241,7,3,1,"2,04040404",3,1,"2,121212121","0,1","34,31372549",86,43,1333,"721,8173693","0,0089764595"
4863,RS,100,5,3,10,40,1,2826,"0,01994633675",241,7,3,1,"2,04040404",3,1,"2,121212121","0,1","34,31372549",86,43,2826,"721,8173693","0,01994633675"
4864,SAA,100,5,3,10,40,1,2944,"0,01865530014",221,7,3,1,"1,878787879",3,1,"1,929292929","0,1","37,25490196",88,44,2944,"609,2342116","0,01865530014"
4865,HS,100,5,3,10,40,1,1931,"0,01561951637",221,7,3,1,"1,878787879",3,1,"1,929292929","0,1","37,25490196",88,44,1931,"609,2342116","0,01561951637"
4866,RS,100,5,3,10,40,1,4924,"0,04686379433",221,7,3,1,"1,878787879",3,1,"1,929292929","0,1","37,25490196",88,44,4924,"609,2342116","0,04686379433"
4867,SAA,100,5,3,10,40,1,1585,"0,0030310154",234,7,3,1,"1,98989899",3,1,"2,090909091","0,1","34,31372549",96,48,1585,"645,4788421","0,0030310154"
4868,HS,100,5,3,10,40,1,1115,0,234,7,3,1,"1,98989899",3,1,"2,090909091","0,1","34,31372549",96,48,1115,"645,4788421",0
4869,RS,100,5,3,10,40,1,3666,"0,03774762154",234,7,3,1,"1,98989899",3,1,"2,090909091","0,1","34,31372549",96,48,3666,"645,4788421","0,03774762154"
4870,SAA,100,5,3,10,40,1,3125,"0,03124070168",235,7,3,1,2,3,1,"2,060606061","0,1","38,23529412",86,43,3125,"676,6727509","0,03124070168"
4871,HS,100,5,3,10,40,1,2023,"0,01561713219",235,7,3,1,2,3,1,"2,060606061","0,1","38,23529412",86,43,2023,"676,6727509","0,01561713219"
4872,RS,100,5,3,10,40,1,6031,"0,04686260223",235,7,3,1,2,3,1,"2,060606061","0,1","38,23529412",86,43,6031,"676,6727509","0,04686260223"
4873,SAA,100,5,3,10,40,1,1835,"0,0156223774",238,7,3,1,"2,060606061",3,1,"2,111111111","0,1","35,29411765",94,47,1835,"667,4628257","0,0156223774"
4874,HS,100,5,3,10,40,1,1170,"0,01562070847",238,7,3,1,"2,060606061",3,1,"2,111111111","0,1","35,29411765",94,47,1170,"667,4628257","0,01562070847"
4875,RS,100,5,3,10,40,1,2640,"0,03124213219",238,7,3,1,"2,060606061",3,1,"2,111111111","0,1","35,29411765",94,47,2640,"667,4230376","0,03124213219"
4876,SAA,100,5,3,10,40,1,3024,"0,04686880112",245,7,3,1,"2,121212121",3,1,"2,141414141","0,1","45,09803922",86,43,3024,"519,8613996","0,04686880112"
4877,HS,100,5,3,10,40,1,1867,"0,01561760902",245,7,3,1,"2,121212121",3,1,"2,141414141","0,1","45,09803922",86,43,1867,"519,8613996","0,01561760902"
4878,RS,100,5,3,10,40,1,5825,"0,03775763512",245,7,3,1,"2,121212121",3,1,"2,141414141","0,1","45,09803922",86,43,5825,"519,8613996","0,03775763512"
4879,SAA,100,5,3,10,40,1,2941,"0,01563024521",245,7,3,1,"2,151515152",3,1,"2,171717172","0,1","39,21568627",86,43,2941,"594,7302031","0,01563024521"
4880,HS,100,5,3,10,40,1,1872,"0,01751995087",245,7,3,1,"2,151515152",3,1,"2,171717172","0,1","39,21568627",86,43,1872,"594,7302031","0,01751995087"
4881,RS,100,5,3,10,40,1,4196,"0,02991938591",245,7,3,1,"2,151515152",3,1,"2,171717172","0,1","39,21568627",86,43,4196,"594,7302031","0,02991938591"
4882,SAA,100,5,3,10,40,1,7890,"0,08676791191",246,7,3,1,"2,141414141",3,1,"2,202020202","0,1","45,09803922",86,43,7890,"339,8092293","0,08676791191"
4883,HS,100,5,3,10,40,1,4711,"0,01908707619",246,7,3,1,"2,141414141",3,1,"2,202020202","0,1","45,09803922",86,43,4711,"339,8092293","0,01908707619"
4884,RS,100,5,3,10,40,1,10003,"0,0849378109",246,7,3,1,"2,141414141",3,1,"2,202020202","0,1","45,09803922",86,43,10003,"339,8092293","0,0849378109"
4885,SAA,100,5,3,10,40,1,2601,"0,02607655525",241,7,3,1,"2,080808081",3,1,"2,131313131","0,1","38,23529412",86,43,2601,"622,4070973","0,02607655525"
4886,HS,100,5,3,10,40,1,1918,"0,01913166046",241,7,3,1,"2,080808081",3,1,"2,131313131","0,1","38,23529412",86,43,1918,"622,4070973","0,01913166046"
4887,RS,100,5,3,10,40,1,4092,"0,03774905205",241,7,3,1,"2,080808081",3,1,"2,131313131","0,1","38,23529412",86,43,4092,"622,4070973","0,03774905205"
4888,SAA,100,5,3,10,40,1,2869,"0,03123784065",242,7,3,1,"2,131313131",3,1,"2,090909091","0,1","36,2745098",94,47,2869,"563,3146201","0,03123784065"
4889,HS,100,5,3,10,40,1,1913,"0,00797867775",242,7,3,1,"2,131313131",3,1,"2,090909091","0,1","36,2745098",94,47,1913,"563,3146201","0,00797867775"
4890,RS,100,5,3,10,40,1,3792,"0,0189499855",242,7,3,1,"2,131313131",3,1,"2,090909091","0,1","36,2745098",94,47,3792,"563,3146201","0,0189499855"
4891,SAA,100,5,3,10,40,2,2877,"0,02393627167",244,7,3,1,"2,131313131",3,1,"2,131313131","0,1","39,21568627",129,43,2877,"692,1511959","0,02393627167"
4892,HS,100,5,3,10,40,2,2076,"0,00797939301",244,7,3,1,"2,131313131",3,1,"2,131313131","0,1","39,21568627",129,43,2076,"692,1511959","0,00797939301"
4893,RS,100,5,3,10,40,2,6330,"0,04188799858",244,7,3,1,"2,131313131",3,1,"2,131313131","0,1","39,21568627",129,43,6330,"692,1511959","0,04188799858"
4894,SAA,100,5,3,10,40,2,1654,"0,01795125008",248,7,3,1,"2,161616162",3,1,"2,171717172","0,1","33,33333333",126,42,1654,"626,2567566","0,01795125008"
4895,HS,100,5,3,10,40,2,1198,"0,00498723984",248,7,3,1,"2,161616162",3,1,"2,171717172","0,1","33,33333333",126,42,1198,"626,2567566","0,00498723984"
4896,RS,100,5,3,10,40,2,3582,"0,03291201591",248,7,3,1,"2,161616162",3,1,"2,171717172","0,1","33,33333333",126,42,3582,"625,2012505","0,03291201591"
4897,SAA,100,5,3,10,40,2,2858,"0,01595711708",232,7,3,1,"2,01010101",3,1,"2,03030303","0,1","40,19607843",135,45,2858,"671,6517383","0,01595711708"
4898,HS,100,5,3,10,40,2,2057,"0,00897598267",232,7,3,1,"2,01010101",3,1,"2,03030303","0,1","40,19607843",135,45,2057,"671,6517383","0,00897598267"
4899,RS,100,5,3,10,40,2,5411,"0,02472281456",232,7,3,1,"2,01010101",3,1,"2,03030303","0,1","40,19607843",135,45,5411,"671,3166718","0,02472281456"
4900,SAA,100,5,3,10,40,2,1857,"0,01563000679",234,7,3,1,"2,01010101",3,1,"2,03030303","0,1","40,19607843",129,43,1857,"701,4259423","0,01563000679"
4901,HS,100,5,3,10,40,2,1430,0,234,7,3,1,"2,01010101",3,1,"2,03030303","0,1","40,19607843",129,43,1430,"701,4259423",0
4902,RS,100,5,3,10,40,2,4213,"0,06406903267",234,7,3,1,"2,01010101",3,1,"2,03030303","0,1","40,19607843",129,43,4213,"701,4259423","0,06406903267"
4903,SAA,100,5,3,10,40,2,3495,"0,04681706429",242,7,3,1,"2,121212121",3,1,"2,121212121","0,1","38,23529412",126,42,3495,"379,7624373","0,04681706429"
4904,HS,100,5,3,10,40,2,2332,"0,01400756836",242,7,3,1,"2,121212121",3,1,"2,121212121","0,1","38,23529412",126,42,2332,"379,7624373","0,01400756836"
4905,RS,100,5,3,10,40,2,6055,"0,039249897",242,7,3,1,"2,121212121",3,1,"2,121212121","0,1","38,23529412",126,42,6055,"379,6602249","0,039249897"
4906,SAA,100,5,3,10,40,2,3417,"0,03774952888",232,7,3,1,"1,939393939",3,1,"2,060606061","0,1","33,33333333",132,44,3417,"554,0319678","0,03774952888"
4907,HS,100,5,3,10,40,2,2193,"0,01562070847",232,7,3,1,"1,939393939",3,1,"2,060606061","0,1","33,33333333",132,44,2193,"554,0319678","0,01562070847"
4908,RS,100,5,3,10,40,2,5346,"0,05337572098",232,7,3,1,"1,939393939",3,1,"2,060606061","0,1","33,33333333",132,44,5346,"554,0319678","0,05337572098"
4909,SAA,100,5,3,10,40,2,3547,"0,02212882042",242,7,3,1,"2,121212121",3,1,"2,141414141","0,1","42,15686275",135,45,3547,"504,779575","0,02212882042"
4910,HS,100,5,3,10,40,2,2233,"0,0156185627",242,7,3,1,"2,121212121",3,1,"2,141414141","0,1","42,15686275",135,45,2233,"504,779575","0,0156185627"
4911,RS,100,5,3,10,40,2,3703,"0,03124237061",242,7,3,1,"2,121212121",3,1,"2,141414141","0,1","42,15686275",135,45,3703,"502,6641699","0,03124237061"
4912,SAA,100,5,3,10,40,2,2642,"0,04781723022",239,7,3,1,"2,050505051",3,1,"2,101010101","0,1","34,31372549",126,42,2642,"783,0211004","0,04781723022"
4913,HS,100,5,3,10,40,2,1738,"0,01250839233",239,7,3,1,"2,050505051",3,1,"2,101010101","0,1","34,31372549",126,42,1738,"783,0211004","0,01250839233"
4914,RS,100,5,3,10,40,2,3715,"0,03124022484",239,7,3,1,"2,050505051",3,1,"2,101010101","0,1","34,31372549",126,42,3715,"783,0211004","0,03124022484"
4915,SAA,100,5,3,10,40,2,7379,"0,03835749626",249,7,3,1,"2,222222222",3,1,"2,212121212","0,1","42,15686275",132,44,7379,"570,0704487","0,03835749626"
4916,HS,100,5,3,10,40,2,5881,"0,03774762154",249,7,3,1,"2,222222222",3,1,"2,212121212","0,1","42,15686275",132,44,5881,"570,0704487","0,03774762154"
4917,RS,100,5,3,10,40,2,39842,"0,2850961685",249,7,3,1,"2,222222222",3,1,"2,212121212","0,1","42,15686275",132,44,39842,"570,0702294","0,2850961685"
4918,SAA,100,5,3,10,40,2,2561,"0,01562047005",242,7,3,1,"2,141414141",3,1,"2,101010101","0,1","42,15686275",129,43,2561,"718,7447276","0,01562047005"
4919,HS,100,5,3,10,40,2,1825,"0,01563262939",242,7,3,1,"2,141414141",3,1,"2,101010101","0,1","42,15686275",129,43,1825,"718,7447276","0,01563262939"
4920,RS,100,5,3,10,40,2,5881,"0,06249284744",242,7,3,1,"2,141414141",3,1,"2,101010101","0,1","42,15686275",129,43,5881,"717,6424905","0,06249284744"
4921,SAA,100,5,3,10,60,1,7598,"0,04686403275",241,7,3,1,"2,131313131",3,1,"2,141414141","0,1","51,96078431",84,42,7598,"319,6923743","0,04686403275"
4922,HS,100,5,3,10,60,1,6797,"0,03736424446",241,7,3,1,"2,131313131",3,1,"2,141414141","0,1","51,96078431",84,42,6797,"319,6923743","0,03736424446"
4923,RS,100,5,3,10,60,1,49999,"0,3853385449",241,7,3,1,"2,131313131",3,1,"2,141414141","0,1","51,96078431",84,42,49999,"319,6676636","0,3853385449"
4924,SAA,100,5,3,10,60,1,3616,"0,04686117172",252,7,3,1,"2,181818182",3,1,"2,252525253","0,1","46,07843137",88,44,3616,"378,1811806","0,04686117172"
4925,HS,100,5,3,10,60,1,2780,"0,03648114204",252,7,3,1,"2,181818182",3,1,"2,252525253","0,1","46,07843137",88,44,2780,"378,1811806","0,03648114204"
4926,RS,100,5,3,10,60,1,7263,"0,07280421257",252,7,3,1,"2,181818182",3,1,"2,252525253","0,1","46,07843137",88,44,7263,"376,7833592","0,07280421257"
4927,SAA,100,5,3,10,60,1,7154,"0,03690123558",242,7,3,1,"2,131313131",3,1,"2,090909091","0,1","67,64705882",92,46,7154,"292,1710765","0,03690123558"
4928,HS,100,5,3,10,60,1,5942,"0,01894974709",242,7,3,1,"2,131313131",3,1,"2,090909091","0,1","67,64705882",92,46,5942,"292,1710765","0,01894974709"
4929,RS,100,5,3,10,60,1,14888,"0,104719162",242,7,3,1,"2,131313131",3,1,"2,090909091","0,1","67,64705882",92,46,14888,"292,1710765","0,104719162"
4930,SAA,100,5,3,10,60,1,8924,"0,04587650299",239,7,3,1,"2,03030303",3,1,"2,131313131","0,1","56,8627451",92,46,8924,"304,9130642","0,04587650299"
4931,HS,100,5,3,10,60,1,6751,"0,02692770958",239,7,3,1,"2,03030303",3,1,"2,131313131","0,1","56,8627451",92,46,6751,"304,9130642","0,02692770958"
4932,RS,100,5,3,10,60,1,53352,"0,379458189",239,7,3,1,"2,03030303",3,1,"2,131313131","0,1","56,8627451",92,46,53352,"304,9130642","0,379458189"
4933,SAA,100,5,3,10,60,1,3110,"0,03124380112",232,7,3,1,"1,96969697",3,1,"2,03030303","0,1","56,8627451",78,39,3110,"417,0314637","0,03124380112"
4934,HS,100,5,3,10,60,1,2602,"0,0156276226",232,7,3,1,"1,96969697",3,1,"2,03030303","0,1","56,8627451",78,39,2602,"417,0314637","0,0156276226"
4935,RS,100,5,3,10,60,1,5796,"0,04758095741",232,7,3,1,"1,96969697",3,1,"2,03030303","0,1","56,8627451",78,39,5796,"417,0314637","0,04758095741"
4936,SAA,100,5,3,10,60,1,5113,"0,03924894333",254,7,3,1,"2,202020202",3,1,"2,232323232","0,1","59,80392157",92,46,5113,"417,7441352","0,03924894333"
4937,HS,100,5,3,10,60,1,4213,"0,03123903275",254,7,3,1,"2,202020202",3,1,"2,232323232","0,1","59,80392157",92,46,4213,"417,7441352","0,03123903275"
4938,RS,100,5,3,10,60,1,45927,"0,3384726048",254,7,3,1,"2,202020202",3,1,"2,232323232","0,1","59,80392157",92,46,45927,"417,7441352","0,3384726048"
4939,SAA,100,5,3,10,60,1,4042,"0,02212738991",233,8,3,1,"1,95959596",3,1,"2,04040404","0,1","60,78431373",88,44,4042,"496,7812914","0,02212738991"
4940,HS,100,5,3,10,60,1,3464,"0,01562142372",233,8,3,1,"1,95959596",3,1,"2,04040404","0,1","60,78431373",88,44,3464,"496,7812914","0,01562142372"
4941,RS,100,5,3,10,60,1,9970,"0,06899285316",233,8,3,1,"1,95959596",3,1,"2,04040404","0,1","60,78431373",88,44,9970,"496,7812914","0,06899285316"
4942,SAA,100,5,3,10,60,1,4270,"0,02212691307",238,7,3,1,"2,101010101",3,1,"2,090909091","0,1","51,96078431",86,43,4270,"549,7077303","0,02212691307"
4943,HS,100,5,3,10,60,1,3196,"0,01562142372",238,7,3,1,"2,101010101",3,1,"2,090909091","0,1","51,96078431",86,43,3196,"549,7077303","0,01562142372"
4944,RS,100,5,3,10,60,1,9510,"0,06899857521",238,7,3,1,"2,101010101",3,1,"2,090909091","0,1","51,96078431",86,43,9510,"549,7077303","0,06899857521"
4945,SAA,100,5,3,10,60,1,3899,"0,01562809944",240,7,3,1,"2,050505051",3,1,"2,101010101","0,1","54,90196078",82,41,3899,"344,2740549","0,01562809944"
4946,HS,100,5,3,10,60,1,3062,"0,02213263512",240,7,3,1,"2,050505051",3,1,"2,101010101","0,1","54,90196078",82,41,3062,"344,2740549","0,02213263512"
4947,RS,100,5,3,10,60,1,7275,"0,04687070847",240,7,3,1,"2,050505051",3,1,"2,101010101","0,1","54,90196078",82,41,7275,"344,2740549","0,04687070847"
4948,SAA,100,5,3,10,60,1,6136,"0,04173994064",246,7,3,1,"2,151515152",3,1,"2,131313131","0,1","53,92156863",94,47,6136,"352,482173","0,04173994064"
4949,HS,100,5,3,10,60,1,5106,"0,01795339584",246,7,3,1,"2,151515152",3,1,"2,131313131","0,1","53,92156863",94,47,5106,"352,482173","0,01795339584"
4950,RS,100,5,3,10,60,1,22831,"0,1366355419",246,7,3,1,"2,151515152",3,1,"2,131313131","0,1","53,92156863",94,47,22831,"352,0817457","0,1366355419"
4951,SAA,100,5,3,10,60,2,3814,"0,01595759392",232,7,3,1,"1,95959596",3,1,"2,01010101","0,1","60,78431373",114,38,3814,"594,5277231","0,01595759392"
4952,HS,100,5,3,10,60,2,3426,"0,01296472549",232,7,3,1,"1,95959596",3,1,"2,01010101","0,1","60,78431373",114,38,3426,"594,5277231","0,01296472549"
4953,RS,100,5,3,10,60,2,14662,"0,1156914234",232,7,3,1,"1,95959596",3,1,"2,01010101","0,1","60,78431373",114,38,14662,"594,5277231","0,1156914234"
4954,SAA,100,5,3,10,60,2,4121,"0,0229382515",239,7,3,1,"2,070707071",3,1,"2,080808081","0,1","55,88235294",123,41,4121,"489,0775219","0,0229382515"
4955,HS,100,5,3,10,60,2,3552,"0,01396107674",239,7,3,1,"2,070707071",3,1,"2,080808081","0,1","55,88235294",123,41,3552,"489,0775219","0,01396107674"
4956,RS,100,5,3,10,60,2,11106,"0,1047184467",239,7,3,1,"2,070707071",3,1,"2,080808081","0,1","55,88235294",123,41,11106,"488,3863083","0,1047184467"
4957,SAA,100,5,3,10,60,2,5326,"0,04686236382",235,7,3,1,"2,080808081",3,1,"1,98989899","0,1","56,8627451",117,39,5326,"508,7367026","0,04686236382"
4958,HS,100,5,3,10,60,2,4217,"0,01562213898",235,7,3,1,"2,080808081",3,1,"1,98989899","0,1","56,8627451",117,39,4217,"508,7367026","0,01562213898"
4959,RS,100,5,3,10,60,2,29263,"0,2067229748",235,7,3,1,"2,080808081",3,1,"1,98989899","0,1","56,8627451",117,39,29263,"508,7367026","0,2067229748"
4960,SAA,100,5,3,10,60,2,5881,"0,03275251389",249,7,3,1,"2,161616162",3,1,"2,181818182","0,1","60,78431373",135,45,5881,"387,7746551","0,03275251389"
4961,HS,100,5,3,10,60,2,4760,"0,03774547577",249,7,3,1,"2,161616162",3,1,"2,181818182","0,1","60,78431373",135,45,4760,"387,7746551","0,03774547577"
4962,RS,100,5,3,10,60,2,13439,"0,100237608",249,7,3,1,"2,161616162",3,1,"2,181818182","0,1","60,78431373",135,45,13439,"384,4031633","0,100237608"
4963,SAA,100,5,3,10,60,2,5496,"0,03124284744",237,7,3,1,"2,04040404",3,1,"2,060606061","0,1","57,84313725",135,45,5496,"434,45961","0,03124284744"
4964,HS,100,5,3,10,60,2,5023,"0,03123950958",237,7,3,1,"2,04040404",3,1,"2,060606061","0,1","57,84313725",135,45,5023,"434,45961","0,03123950958"
4965,RS,100,5,3,10,60,2,20901,"0,1366324425",237,7,3,1,"2,04040404",3,1,"2,060606061","0,1","57,84313725",135,45,20901,"434,45961","0,1366324425"
4966,SAA,100,5,3,10,60,2,5799,"0,02792549133",234,7,3,1,"2,04040404",3,1,"2,03030303","0,1","71,56862745",120,40,5799,"253,9516654","0,02792549133"
4967,HS,100,5,3,10,60,2,5099,"0,01595759392",234,7,3,1,"2,04040404",3,1,"2,03030303","0,1","71,56862745",120,40,5099,"253,9516654","0,01595759392"
4968,RS,100,5,3,10,60,2,15923,"0,09773755074",234,7,3,1,"2,04040404",3,1,"2,03030303","0,1","71,56862745",120,40,15923,"253,9516654","0,09773755074"
4969,SAA,100,5,3,10,60,2,4279,"0,02892112732",236,7,3,1,"2,060606061",3,1,"2,070707071","0,1","52,94117647",138,46,4279,"508,8251153","0,02892112732"
4970,HS,100,5,3,10,60,2,3021,"0,01196813583",236,7,3,1,"2,060606061",3,1,"2,070707071","0,1","52,94117647",138,46,3021,"508,8251153","0,01196813583"
4971,RS,100,5,3,10,60,2,21624,"0,1575789452",236,7,3,1,"2,060606061",3,1,"2,070707071","0,1","52,94117647",138,46,21624,"508,8247434","0,1575789452"
4972,SAA,100,5,3,10,60,2,4771,"0,02493405342",247,8,3,1,"2,131313131",3,1,"2,161616162","0,1","60,78431373",129,43,4771,"390,1355748","0,02493405342"
4973,HS,100,5,3,10,60,2,4099,"0,01396250725",247,8,3,1,"2,131313131",3,1,"2,161616162","0,1","60,78431373",129,43,4099,"390,1355748","0,01396250725"
4974,RS,100,5,3,10,60,2,15644,"0,1309859753",247,8,3,1,"2,131313131",3,1,"2,161616162","0,1","60,78431373",129,43,15644,"390,1355748","0,1309859753"
4975,SAA,100,5,3,10,60,2,5477,"0,05337619781",250,7,3,1,"2,161616162",3,1,"2,212121212","0,1","55,88235294",135,45,5477,"462,6082537","0,05337619781"
4976,HS,100,5,3,10,60,2,4318,"0,01562190056",250,7,3,1,"2,161616162",3,1,"2,212121212","0,1","55,88235294",135,45,4318,"462,6082537","0,01562190056"
4977,RS,100,5,3,10,60,2,13880,"0,09337711334",250,7,3,1,"2,161616162",3,1,"2,212121212","0,1","55,88235294",135,45,13880,"462,6082537","0,09337711334"
4978,SAA,100,5,3,10,60,2,4545,"0,04686331749",237,7,3,1,"2,04040404",3,1,"2,090909091","0,1","64,70588235",132,44,4545,"292,2784691","0,04686331749"
4979,HS,100,5,3,10,60,2,4018,"0,01561903954",237,7,3,1,"2,04040404",3,1,"2,090909091","0,1","64,70588235",132,44,4018,"292,2784691","0,01561903954"
4980,RS,100,5,3,10,60,2,34283,"0,2629704475",237,7,3,1,"2,04040404",3,1,"2,090909091","0,1","64,70588235",132,44,34283,"292,2783209","0,2629704475"
4981,SAA,100,5,3,10,80,1,7991,"0,05337429047",239,7,3,1,"2,090909091",3,1,"2,070707071","0,1","77,45098039",86,43,7991,"170,4015928","0,05337429047"
4982,HS,100,5,3,10,80,1,6560,"0,037753582",239,7,3,1,"2,090909091",3,1,"2,070707071","0,1","77,45098039",86,43,6560,"170,4015928","0,037753582"
4983,RS,100,5,3,10,80,1,61840,"0,5008573532",239,7,3,1,"2,090909091",3,1,"2,070707071","0,1","77,45098039",86,43,61840,"170,4006673","0,5008573532"
4984,SAA,100,5,3,10,80,1,7699,"0,06898975372",247,7,3,1,"2,131313131",3,1,"2,212121212","0,1","77,45098039",94,47,7699,"117,9311289","0,06898975372"
4985,HS,100,5,3,10,80,1,6769,"0,03123879433",247,7,3,1,"2,131313131",3,1,"2,212121212","0,1","77,45098039",94,47,6769,"117,9311289","0,03123879433"
4986,RS,100,5,3,10,80,1,33928,"0,251899004",247,7,3,1,"2,131313131",3,1,"2,212121212","0,1","77,45098039",94,47,33928,"117,9311289","0,251899004"
4987,SAA,100,5,3,10,80,1,8726,"0,03124189377",240,7,3,1,"2,090909091",3,1,"2,111111111","0,1","81,37254902",82,41,8726,"97,67838332","0,03124189377"
4988,HS,100,5,3,10,80,1,8183,"0,01561689377",240,7,3,1,"2,090909091",3,1,"2,111111111","0,1","81,37254902",82,41,8183,"97,67838332","0,01561689377"
4989,RS,100,5,3,10,80,1,64427,"0,5064172745",240,7,3,1,"2,090909091",3,1,"2,111111111","0,1","81,37254902",82,41,64427,"97,67838332","0,5064172745"
