id,algo,vertices,layer,fan,disRate,percNeg,cpMult,effort,time,Edges,Diameter,Max in degree,Min in degree,Mean in degree,Max out degree,Min out degree,Mean out degree,Discounted Rate,Negative activities,Deadline,Last task Early Finish,Unit Effort,NPV,Time
1754,HS,50,5,3,10,60,2,446,"0,00500750542",115,7,3,1,"1,918367347",3,1,"2,040816327","0,1","53,84615385",129,43,446,"202,3146584","0,00500750542"
1755,RS,50,5,3,10,60,2,1026,"0,00500869751",115,7,3,1,"1,918367347",3,1,"2,040816327","0,1","53,84615385",129,43,1026,"202,3146584","0,00500869751"
1756,SAA,50,5,3,10,60,2,1616,"0,01012730598",125,7,3,1,"2,142857143",3,1,"2,204081633","0,1","48,07692308",123,41,1616,"194,6356875","0,01012730598"
1757,HS,50,5,3,10,60,2,1020,"0,00641775131",125,7,3,1,"2,142857143",3,1,"2,204081633","0,1","48,07692308",123,41,1020,"194,6356875","0,00641775131"
1758,RS,50,5,3,10,60,2,5698,"0,02526712418",125,7,3,1,"2,142857143",3,1,"2,204081633","0,1","48,07692308",123,41,5698,"194,6356875","0,02526712418"
1759,SAA,50,5,3,10,60,2,1429,"0,01473069191",121,7,3,1,"2,102040816",3,1,"2,06122449","0,1","59,61538462",120,40,1429,"208,2346135","0,01473069191"
1760,HS,50,5,3,10,60,2,1121,"0,0050098896",121,7,3,1,"2,102040816",3,1,"2,06122449","0,1","59,61538462",120,40,1121,"208,2346135","0,0050098896"
1761,RS,50,5,3,10,60,2,3461,"0,0300321579",121,7,3,1,"2,102040816",3,1,"2,06122449","0,1","59,61538462",120,40,3461,"208,2346135","0,0300321579"
1762,SAA,50,5,3,10,60,2,2541,"0,01512551308",120,7,3,1,"2,12244898",3,1,"2,081632653","0,1","69,23076923",123,41,2541,"13,46984712","0,01512551308"
1763,HS,50,5,3,10,60,2,2097,"0,01009130478",120,7,3,1,"2,12244898",3,1,"2,081632653","0,1","69,23076923",123,41,2097,"13,46984712","0,01009130478"
1764,RS,50,5,3,10,60,2,9614,"0,0548813343",120,7,3,1,"2,12244898",3,1,"2,081632653","0,1","69,23076923",123,41,9614,"13,46984712","0,0548813343"
1765,SAA,50,5,3,10,60,2,1987,"0,00455904007",120,7,3,1,"2,06122449",3,1,"2,020408163","0,1","71,15384615",123,41,1987,"209,5319094","0,00455904007"
1766,HS,50,5,3,10,60,2,1659,"0,01012349129",120,7,3,1,"2,06122449",3,1,"2,020408163","0,1","71,15384615",123,41,1659,"209,5319094","0,01012349129"
1767,RS,50,5,3,10,60,2,6153,"0,02995181084",120,7,3,1,"2,06122449",3,1,"2,020408163","0,1","71,15384615",123,41,6153,"209,5319094","0,02995181084"
1768,SAA,50,5,3,10,60,2,1742,"0,00972986221",111,7,3,1,"1,836734694",3,1,"1,87755102","0,1","59,61538462",123,41,1742,"83,18485671","0,00972986221"
1769,HS,50,5,3,10,60,2,1340,"0,00505614281",111,7,3,1,"1,836734694",3,1,"1,87755102","0,1","59,61538462",123,41,1340,"83,18485671","0,00505614281"
1770,RS,50,5,3,10,60,2,3413,"0,02502989769",111,7,3,1,"1,836734694",3,1,"1,87755102","0,1","59,61538462",123,41,3413,"83,18475999","0,02502989769"
1771,SAA,50,5,3,10,80,1,2092,"0,01506948471",119,7,3,1,"2,06122449",3,1,"2,142857143","0,1","80,76923077",84,42,2092,"36,72654717","0,01506948471"
1772,HS,50,5,3,10,80,1,1836,"0,00505661964",119,7,3,1,"2,06122449",3,1,"2,142857143","0,1","80,76923077",84,42,1836,"36,72654717","0,00505661964"
1773,RS,50,5,3,10,80,1,10035,"0,05004191399",119,7,3,1,"2,06122449",3,1,"2,142857143","0,1","80,76923077",84,42,10035,"36,72654717","0,05004191399"
1774,SAA,50,5,3,10,80,1,2019,"0,01012921333",118,7,3,1,"2,06122449",3,1,"2,06122449","0,1","78,84615385",82,41,2019,"77,5571417","0,01012921333"
1775,HS,50,5,3,10,80,1,1842,"0,0098669529",118,7,3,1,"2,06122449",3,1,"2,06122449","0,1","78,84615385",82,41,1842,"77,5571417","0,0098669529"
1776,RS,50,5,3,10,80,1,8783,"0,04521989822",118,7,3,1,"2,06122449",3,1,"2,06122449","0,1","78,84615385",82,41,8783,"77,5571417","0,04521989822"
1777,SAA,50,5,3,10,80,1,2814,"0,0102827549",121,7,3,1,"2,102040816",3,1,"2,142857143","0,1",75,88,44,2814,"72,56346257","0,0102827549"
1778,HS,50,5,3,10,80,1,2269,"0,00506973267",121,7,3,1,"2,102040816",3,1,"2,142857143","0,1",75,88,44,2269,"72,56346257","0,00506973267"
1779,RS,50,5,3,10,80,1,15166,"0,0898463726",121,7,3,1,"2,102040816",3,1,"2,142857143","0,1",75,88,44,15166,"72,56346257","0,0898463726"
1780,SAA,50,5,3,10,80,1,1554,"0,01009273529",120,7,3,1,2,3,1,"2,102040816","0,1",75,76,38,1554,"28,11971183","0,01009273529"
1781,HS,50,5,3,10,80,1,1373,"0,0100274086",120,7,3,1,2,3,1,"2,102040816","0,1",75,76,38,1373,"28,11971183","0,0100274086"
1782,RS,50,5,3,10,80,1,7026,"0,07983970642",120,7,3,1,2,3,1,"2,102040816","0,1",75,76,33,7026,"24,91489108","0,07983970642"
1783,SAA,50,5,3,10,80,1,1987,"0,01961994171",120,7,3,1,"2,081632653",3,1,"2,102040816","0,1","76,92307692",84,42,1987,"63,59564235","0,01961994171"
1784,HS,50,5,3,10,80,1,1740,"0,01008081436",120,7,3,1,"2,081632653",3,1,"2,102040816","0,1","76,92307692",84,42,1740,"63,59564235","0,01008081436"
1785,RS,50,5,3,10,80,1,7032,"0,06497812271",120,7,3,1,"2,081632653",3,1,"2,102040816","0,1","76,92307692",84,42,7032,"63,59564235","0,06497812271"
1786,SAA,50,5,3,10,80,1,2028,"0,01040363312",117,7,3,1,"2,020408163",3,1,"2,040816327","0,1","80,76923077",82,41,2028,"69,01735846","0,01040363312"
1787,HS,50,5,3,10,80,1,1873,"0,00555157661",117,7,3,1,"2,020408163",3,1,"2,040816327","0,1","80,76923077",82,41,1873,"69,01735846","0,00555157661"
1788,RS,50,5,3,10,80,1,10352,"0,08970832825",117,7,3,1,"2,020408163",3,1,"2,040816327","0,1","80,76923077",82,41,10352,"69,01735846","0,08970832825"
1789,SAA,50,5,3,10,80,1,1792,"0,01002335548",126,7,3,1,"2,265306122",3,1,"2,204081633","0,1",75,80,40,1792,"36,83536867","0,01002335548"
1790,HS,50,5,3,10,80,1,1602,"0,00502061844",126,7,3,1,"2,265306122",3,1,"2,204081633","0,1",75,80,40,1602,"36,83536867","0,00502061844"
1791,RS,50,5,3,10,80,1,13216,"0,07028365135",126,7,3,1,"2,265306122",3,1,"2,204081633","0,1",75,80,40,13216,"36,83536867","0,07028365135"
1792,SAA,50,5,3,10,80,1,2126,"0,00897574425",117,7,3,1,"2,040816327",3,1,"1,93877551","0,1","78,84615385",74,37,2126,"101,9314859","0,00897574425"
1793,HS,50,5,3,10,80,1,1824,"0,00498604774",117,7,3,1,"2,040816327",3,1,"1,93877551","0,1","78,84615385",74,37,1824,"101,9314859","0,00498604774"
1794,RS,50,5,3,10,80,1,7788,"0,04292368889",117,7,3,1,"2,040816327",3,1,"1,93877551","0,1","78,84615385",74,37,7788,"101,9314859","0,04292368889"
1795,SAA,50,5,3,10,80,1,2386,"0,00997209549",121,7,3,1,"2,102040816",3,1,"2,183673469","0,1","80,76923077",84,42,2386,"68,92092626","0,00997209549"
1796,HS,50,5,3,10,80,1,2082,"0,00598311424",121,7,3,1,"2,102040816",3,1,"2,183673469","0,1","80,76923077",84,42,2082,"68,92092626","0,00598311424"
1797,RS,50,5,3,10,80,1,20939,"0,1109256744",121,7,3,1,"2,102040816",3,1,"2,183673469","0,1","80,76923077",84,42,20939,"68,92092626","0,1109256744"
1798,SAA,50,5,3,10,80,1,2519,"0,00997328758",119,7,3,1,"2,020408163",3,1,"2,142857143","0,1","78,84615385",88,44,2519,"28,97436108","0,00997328758"
1799,HS,50,5,3,10,80,1,2127,"0,00598549843",119,7,3,1,"2,020408163",3,1,"2,142857143","0,1","78,84615385",88,44,2127,"28,97436108","0,00598549843"
1800,RS,50,5,3,10,80,1,9971,"0,04811191559",119,7,3,1,"2,020408163",3,1,"2,142857143","0,1","78,84615385",88,44,9971,"28,97436108","0,04811191559"
1801,SAA,50,5,3,10,80,2,2235,"0,009973526",120,7,3,1,"2,081632653",3,1,"2,081632653","0,1","71,15384615",132,44,2235,"105,0799865","0,009973526"
1802,HS,50,5,3,10,80,2,1725,"0,00549292564",120,7,3,1,"2,081632653",3,1,"2,081632653","0,1","71,15384615",132,44,1725,"105,0799865","0,00549292564"
1803,RS,50,5,3,10,80,2,8239,"0,07184290886",120,7,3,1,"2,081632653",3,1,"2,081632653","0,1","71,15384615",132,44,8239,"103,6886944","0,07184290886"
1804,SAA,50,5,3,10,80,2,1486,"0,00997519493",115,7,3,1,"1,959183673",3,1,2,"0,1","69,23076923",135,45,1486,"148,5659393","0,00997519493"
1805,HS,50,5,3,10,80,2,1206,"0,00694513321",115,7,3,1,"1,959183673",3,1,2,"0,1","69,23076923",135,45,1206,"148,5659393","0,00694513321"
1806,RS,50,5,3,10,80,2,3816,"0,0179541111",115,7,3,1,"1,959183673",3,1,2,"0,1","69,23076923",135,45,3816,"148,5659393","0,0179541111"
1807,SAA,50,5,3,10,80,2,2349,"0,00897836685",122,7,3,1,"2,102040816",3,1,"2,142857143","0,1","71,15384615",123,41,2349,"128,5471385","0,00897836685"
1808,HS,50,5,3,10,80,2,2001,"0,00698137283",122,7,3,1,"2,102040816",3,1,"2,142857143","0,1","71,15384615",123,41,2001,"128,5471385","0,00698137283"
1809,RS,50,5,3,10,80,2,6813,"0,04687428474",122,7,3,1,"2,102040816",3,1,"2,142857143","0,1","71,15384615",123,41,6813,"128,546726","0,04687428474"
1810,SAA,50,5,3,10,80,2,2403,"0,01196813583",120,7,3,1,"2,040816327",3,1,"2,06122449","0,1","71,15384615",117,39,2403,"80,62522827","0,01196813583"
1811,HS,50,5,3,10,80,2,1941,"0,00599169731",120,7,3,1,"2,040816327",3,1,"2,06122449","0,1","71,15384615",117,39,1941,"80,62522827","0,00599169731"
1812,RS,50,5,3,10,80,2,3887,"0,02090454102",120,7,3,1,"2,040816327",3,1,"2,06122449","0,1","71,15384615",117,39,3887,"80,62522827","0,02090454102"
1813,SAA,50,5,3,10,80,2,2226,"0,01100873947",124,7,3,1,"2,183673469",3,1,"2,183673469","0,1","73,07692308",132,44,2226,"83,21450318","0,01100873947"
1814,HS,50,5,3,10,80,2,1966,"0,00797843933",124,7,3,1,"2,183673469",3,1,"2,183673469","0,1","73,07692308",132,44,1966,"83,21450318","0,00797843933"
1815,RS,50,5,3,10,80,2,11178,"0,08021759987",124,7,3,1,"2,183673469",3,1,"2,183673469","0,1","73,07692308",132,44,11178,"83,21434151","0,08021759987"
1816,SAA,50,5,3,10,80,2,1928,"0,01001477242",121,7,3,1,"2,102040816",3,1,"2,081632653","0,1",75,132,44,1928,"133,0735299","0,01001477242"
1817,HS,50,5,3,10,80,2,1815,"0,00507736206",121,7,3,1,"2,102040816",3,1,"2,081632653","0,1",75,132,44,1815,"133,0735299","0,00507736206"
1818,RS,50,5,3,10,80,2,5526,"0,02995562553",121,7,3,1,"2,102040816",3,1,"2,081632653","0,1",75,132,44,5526,"133,0735299","0,02995562553"
1819,SAA,50,5,3,10,80,2,3013,"0,01017141342",120,7,3,1,"2,12244898",3,1,"2,102040816","0,1","80,76923077",144,48,3013,"-0,008900746476","0,01017141342"
1820,HS,50,5,3,10,80,2,2527,"0,00505852699",120,7,3,1,"2,12244898",3,1,"2,102040816","0,1","80,76923077",144,48,2527,"-0,008900746476","0,00505852699"
1821,RS,50,5,3,10,80,2,21478,"0,1098453999",120,7,3,1,"2,12244898",3,1,"2,102040816","0,1","80,76923077",144,48,21478,"-0,008900746476","0,1098453999"
1822,SAA,50,5,3,10,80,2,2564,"0,00987124443",120,7,3,1,"2,081632653",3,1,"2,081632653","0,1","80,76923077",129,43,2564,"40,84174137","0,00987124443"
1823,HS,50,5,3,10,80,2,2224,"0,01006960869",120,7,3,1,"2,081632653",3,1,"2,081632653","0,1","80,76923077",129,43,2224,"40,84174137","0,01006960869"
1824,RS,50,5,3,10,80,2,5438,"0,03979468346",120,7,3,1,"2,081632653",3,1,"2,081632653","0,1","80,76923077",129,42,5438,"40,84174137","0,03979468346"
1825,SAA,50,5,3,10,80,2,1915,"0,00801491737",119,7,3,1,2,3,1,"2,12244898","0,1","76,92307692",126,42,1915,"79,18488387","0,00801491737"
1826,HS,50,5,3,10,80,2,1667,"0,01003742218",119,7,3,1,2,3,1,"2,12244898","0,1","76,92307692",126,42,1667,"79,18488387","0,01003742218"
1827,RS,50,5,3,10,80,2,11835,"0,07545781136",119,7,3,1,2,3,1,"2,12244898","0,1","76,92307692",126,42,11835,"79,18488387","0,07545781136"
1828,SAA,50,5,3,10,80,2,2006,"0,01008486748",120,7,3,1,"2,06122449",3,1,"2,12244898","0,1",75,114,38,2006,"-0,06550968381","0,01008486748"
1829,HS,50,5,3,10,80,2,1813,"0,01002979279",120,7,3,1,"2,06122449",3,1,"2,12244898","0,1",75,114,38,1813,"-0,06550968381","0,01002979279"
1830,RS,50,5,3,10,80,2,9597,"0,04984140396",120,7,3,1,"2,06122449",3,1,"2,12244898","0,1",75,114,38,9597,"-0,06550968381","0,04984140396"
1831,SAA,50,5,3,20,0,1,100,0,120,7,3,1,"2,040816327",3,1,"2,12244898","0,2",0,88,44,100,"127,6779666",0
1832,HS,50,5,3,20,0,1,52,0,120,7,3,1,"2,040816327",3,1,"2,12244898","0,2",0,88,44,52,"127,6779666",0
1833,RS,50,5,3,20,0,1,52,0,120,7,3,1,"2,040816327",3,1,"2,12244898","0,2",0,88,42,52,"127,6779666",0
1834,SAA,50,5,3,20,0,1,107,0,114,7,3,1,"1,93877551",3,1,"2,020408163","0,2",0,78,39,107,"245,2798029",0
1835,HS,50,5,3,20,0,1,52,0,114,7,3,1,"1,93877551",3,1,"2,020408163","0,2",0,78,39,52,"245,2798029",0
1836,RS,50,5,3,20,0,1,52,0,114,7,3,1,"1,93877551",3,1,"2,020408163","0,2",0,78,39,52,"245,2798029",0
1837,SAA,50,5,3,20,0,1,85,"0,00994706154",112,8,3,1,"1,857142857",3,1,"1,816326531","0,2",0,66,33,85,"301,8363886","0,00994706154"
1838,HS,50,5,3,20,0,1,52,0,112,8,3,1,"1,857142857",3,1,"1,816326531","0,2",0,66,33,52,"301,8363886",0
1839,RS,50,5,3,20,0,1,52,0,112,8,3,1,"1,857142857",3,1,"1,816326531","0,2",0,66,33,52,"301,8363886",0
1840,SAA,50,5,3,20,0,1,99,0,121,7,3,1,"2,12244898",3,1,"2,102040816","0,2",0,82,41,99,"291,2104744",0
1841,HS,50,5,3,20,0,1,52,0,121,7,3,1,"2,12244898",3,1,"2,102040816","0,2",0,82,41,52,"291,2104744",0
1842,RS,50,5,3,20,0,1,52,0,121,7,3,1,"2,12244898",3,1,"2,102040816","0,2",0,82,37,52,"291,2104744",0
1843,SAA,50,5,3,20,0,1,94,0,120,7,3,1,"2,081632653",3,1,"2,142857143","0,2",0,92,46,94,"158,1118251",0
1844,HS,50,5,3,20,0,1,52,0,120,7,3,1,"2,081632653",3,1,"2,142857143","0,2",0,92,46,52,"158,1118251",0
1845,RS,50,5,3,20,0,1,52,0,120,7,3,1,"2,081632653",3,1,"2,142857143","0,2",0,92,46,52,"158,1118251",0
1846,SAA,50,5,3,20,0,1,91,"0,00501084328",117,7,3,1,"2,040816327",3,1,2,"0,2",0,72,36,91,"271,1755557","0,00501084328"
1847,HS,50,5,3,20,0,1,52,"0,00984573364",117,7,3,1,"2,040816327",3,1,2,"0,2",0,72,36,52,"271,1755557","0,00984573364"
1848,RS,50,5,3,20,0,1,52,0,117,7,3,1,"2,040816327",3,1,2,"0,2",0,72,36,52,"271,1755557",0
1849,SAA,50,5,3,20,0,1,98,"0,00515127182",124,7,3,1,"2,183673469",3,1,"2,163265306","0,2",0,72,36,98,"329,4532931","0,00515127182"
1850,HS,50,5,3,20,0,1,52,0,124,7,3,1,"2,183673469",3,1,"2,163265306","0,2",0,72,36,52,"329,4532931",0
1851,RS,50,5,3,20,0,1,52,0,124,7,3,1,"2,183673469",3,1,"2,163265306","0,2",0,72,36,52,"329,4532931",0
1852,SAA,50,5,3,20,0,1,103,0,123,8,3,1,"2,183673469",3,1,"2,204081633","0,2",0,94,47,103,"158,6860048",0
1853,HS,50,5,3,20,0,1,52,0,123,8,3,1,"2,183673469",3,1,"2,204081633","0,2",0,94,47,52,"158,6860048",0
1854,RS,50,5,3,20,0,1,52,0,123,8,3,1,"2,183673469",3,1,"2,204081633","0,2",0,94,47,52,"158,6860048",0
1855,SAA,50,5,3,20,0,1,102,0,119,7,3,1,"2,081632653",3,1,"2,081632653","0,2",0,74,37,102,"265,9585466",0
1856,HS,50,5,3,20,0,1,52,0,119,7,3,1,"2,081632653",3,1,"2,081632653","0,2",0,74,37,52,"265,9585466",0
1857,RS,50,5,3,20,0,1,52,0,119,7,3,1,"2,081632653",3,1,"2,081632653","0,2",0,74,35,52,"265,9585466",0
1858,SAA,50,5,3,20,0,1,97,0,119,7,3,1,"2,040816327",3,1,"2,06122449","0,2",0,68,34,97,"247,9936808",0
1859,HS,50,5,3,20,0,1,52,0,119,7,3,1,"2,040816327",3,1,"2,06122449","0,2",0,68,34,52,"247,9936808",0
1860,RS,50,5,3,20,0,1,52,0,119,7,3,1,"2,040816327",3,1,"2,06122449","0,2",0,68,34,52,"247,9936808",0
1861,SAA,50,5,3,20,0,2,94,0,128,7,3,1,"2,224489796",3,1,"2,244897959","0,2",0,129,43,94,"263,976663",0
1862,HS,50,5,3,20,0,2,52,0,128,7,3,1,"2,224489796",3,1,"2,244897959","0,2",0,129,43,52,"263,976663",0
1863,RS,50,5,3,20,0,2,52,0,128,7,3,1,"2,224489796",3,1,"2,244897959","0,2",0,129,41,52,"263,976663",0
1864,SAA,50,5,3,20,0,2,98,0,118,7,3,1,"2,081632653",3,1,"2,020408163","0,2",0,135,45,98,"262,7466301",0
1865,HS,50,5,3,20,0,2,52,0,118,7,3,1,"2,081632653",3,1,"2,020408163","0,2",0,135,45,52,"262,7466301",0
1866,RS,50,5,3,20,0,2,52,0,118,7,3,1,"2,081632653",3,1,"2,020408163","0,2",0,135,45,52,"262,7466301",0
1867,SAA,50,5,3,20,0,2,101,0,112,8,3,1,"1,775510204",3,1,"1,979591837","0,2",0,120,40,101,"258,7299094",0
1868,HS,50,5,3,20,0,2,52,"0,00099682808",112,8,3,1,"1,775510204",3,1,"1,979591837","0,2",0,120,40,52,"258,7299094","0,00099682808"
1869,RS,50,5,3,20,0,2,52,0,112,8,3,1,"1,775510204",3,1,"1,979591837","0,2",0,120,40,52,"258,7299094",0
1870,SAA,50,5,3,20,0,2,93,0,123,7,3,1,"2,12244898",3,1,"2,12244898","0,2",0,138,46,93,"231,60383",0
1871,HS,50,5,3,20,0,2,52,0,123,7,3,1,"2,12244898",3,1,"2,12244898","0,2",0,138,46,52,"231,60383",0
1872,RS,50,5,3,20,0,2,52,0,123,7,3,1,"2,12244898",3,1,"2,12244898","0,2",0,138,46,52,"231,60383",0
1873,SAA,50,5,3,20,0,2,102,0,117,8,3,1,"2,040816327",3,1,2,"0,2",0,120,40,102,"275,7962888",0
1874,HS,50,5,3,20,0,2,52,0,117,8,3,1,"2,040816327",3,1,2,"0,2",0,120,40,52,"275,7962888",0
1875,RS,50,5,3,20,0,2,52,0,117,8,3,1,"2,040816327",3,1,2,"0,2",0,120,40,52,"275,7962888",0
1876,SAA,50,5,3,20,0,2,94,0,124,7,3,1,"2,142857143",3,1,"2,163265306","0,2",0,135,45,94,"232,5545793",0
1877,HS,50,5,3,20,0,2,52,0,124,7,3,1,"2,142857143",3,1,"2,163265306","0,2",0,135,45,52,"232,5545793",0
1878,RS,50,5,3,20,0,2,52,0,124,7,3,1,"2,142857143",3,1,"2,163265306","0,2",0,135,45,52,"232,5545793",0
1879,SAA,50,5,3,20,0,2,95,0,125,7,3,1,"2,163265306",3,1,"2,224489796","0,2",0,126,42,95,"220,6022917",0
1880,HS,50,5,3,20,0,2,52,0,125,7,3,1,"2,163265306",3,1,"2,224489796","0,2",0,126,42,52,"220,6022917",0
1881,RS,50,5,3,20,0,2,52,0,125,7,3,1,"2,163265306",3,1,"2,224489796","0,2",0,126,42,52,"220,6022917",0
1882,SAA,50,5,3,20,0,2,90,"0,01558828354",124,7,3,1,"2,142857143",3,1,"2,183673469","0,2",0,141,47,90,"242,2832731","0,01558828354"
1883,HS,50,5,3,20,0,2,52,0,124,7,3,1,"2,142857143",3,1,"2,183673469","0,2",0,141,47,52,"242,2832731",0
1884,RS,50,5,3,20,0,2,52,0,124,7,3,1,"2,142857143",3,1,"2,183673469","0,2",0,141,47,52,"242,2832731",0
1885,SAA,50,5,3,20,0,2,95,0,114,7,3,1,"1,897959184",3,1,2,"0,2",0,117,39,95,"188,6695925",0
1886,HS,50,5,3,20,0,2,52,0,114,7,3,1,"1,897959184",3,1,2,"0,2",0,117,39,52,"188,6695925",0
1887,RS,50,5,3,20,0,2,52,0,114,7,3,1,"1,897959184",3,1,2,"0,2",0,117,39,52,"188,6695925",0
1888,SAA,50,5,3,20,0,2,103,0,118,7,3,1,"2,040816327",3,1,"2,081632653","0,2",0,129,43,103,"200,1002171",0
1889,HS,50,5,3,20,0,2,52,0,118,7,3,1,"2,040816327",3,1,"2,081632653","0,2",0,129,43,52,"200,1002171",0
1890,RS,50,5,3,20,0,2,52,0,118,7,3,1,"2,040816327",3,1,"2,081632653","0,2",0,129,43,52,"200,1002171",0
1891,SAA,50,5,3,20,100,1,2627,0,115,7,3,1,"1,959183673",3,1,2,"0,2","96,15384615",82,41,2627,"-0,02361283134",0
1892,HS,50,5,3,20,100,1,2523,0,115,7,3,1,"1,959183673",3,1,2,"0,2","96,15384615",82,41,2523,"-0,02361283134",0
1893,RS,50,5,3,20,100,1,14514,"0,08527636528",115,7,3,1,"1,959183673",3,1,2,"0,2","96,15384615",82,41,14514,"-0,02361283134","0,08527636528"
1894,SAA,50,5,3,20,100,1,2542,"0,0156648159",114,7,3,1,"1,897959184",3,1,"1,959183673","0,2","96,15384615",84,42,2542,"-0,01357005935","0,0156648159"
1895,HS,50,5,3,20,100,1,2459,0,114,7,3,1,"1,897959184",3,1,"1,959183673","0,2","96,15384615",84,42,2459,"-0,01357005935",0
1896,RS,50,5,3,20,100,1,5229,"0,03125405312",114,7,3,1,"1,897959184",3,1,"1,959183673","0,2","96,15384615",84,40,5229,"-0,01357005935","0,03125405312"
1897,SAA,50,5,3,20,100,1,2857,"0,01566696167",121,7,3,1,"2,081632653",3,1,"2,081632653","0,2","96,15384615",72,36,2857,"-0,08341056777","0,01566696167"
1898,HS,50,5,3,20,100,1,2774,"0,02016401291",121,7,3,1,"2,081632653",3,1,"2,081632653","0,2","96,15384615",72,36,2774,"-0,08341056777","0,02016401291"
1899,RS,50,5,3,20,100,1,14738,"0,07965254784",121,7,3,1,"2,081632653",3,1,"2,081632653","0,2","96,15384615",72,36,14738,"-0,08341056777","0,07965254784"
1900,SAA,50,5,3,20,100,1,2992,"0,01562976837",124,7,3,1,"2,12244898",3,1,"2,204081633","0,2","96,15384615",84,42,2992,"-0,01181766661","0,01562976837"
1901,HS,50,5,3,20,100,1,2897,0,124,7,3,1,"2,12244898",3,1,"2,204081633","0,2","96,15384615",84,42,2897,"-0,01181766661",0
1902,RS,50,5,3,20,100,1,12707,"0,08464884758",124,7,3,1,"2,12244898",3,1,"2,204081633","0,2","96,15384615",84,42,12707,"-0,01181766661","0,08464884758"
1903,SAA,50,5,3,20,100,1,2952,"0,00812339783",121,7,3,1,"2,06122449",3,1,"2,183673469","0,2","96,15384615",86,43,2952,"-0,01582623886","0,00812339783"
1904,HS,50,5,3,20,100,1,2837,0,121,7,3,1,"2,06122449",3,1,"2,183673469","0,2","96,15384615",86,43,2837,"-0,01582623886",0
1905,RS,50,5,3,20,100,1,21079,"0,1214334965",121,7,3,1,"2,06122449",3,1,"2,183673469","0,2","96,15384615",86,43,21079,"-0,01582623886","0,1214334965"
1906,SAA,50,5,3,20,100,1,2884,0,124,7,3,1,"2,12244898",3,1,"2,142857143","0,2","96,15384615",80,40,2884,"-0,02108303167",0
1907,HS,50,5,3,20,100,1,2757,"0,01562047005",124,7,3,1,"2,12244898",3,1,"2,142857143","0,2","96,15384615",80,40,2757,"-0,02108303167","0,01562047005"
1908,RS,50,5,3,20,100,1,9738,"0,06895542145",124,7,3,1,"2,12244898",3,1,"2,142857143","0,2","96,15384615",80,40,9738,"-0,02108303167","0,06895542145"
1909,SAA,50,5,3,20,100,1,3002,0,118,9,3,1,"2,040816327",3,1,"2,142857143","0,2","96,15384615",86,43,3002,"-0,01259596917",0
1910,HS,50,5,3,20,100,1,2908,"0,01562094688",118,9,3,1,"2,040816327",3,1,"2,142857143","0,2","96,15384615",86,43,2908,"-0,01259596917","0,01562094688"
1911,RS,50,5,3,20,100,1,16377,"0,09839105606",118,9,3,1,"2,040816327",3,1,"2,142857143","0,2","96,15384615",86,43,16377,"-0,01259596917","0,09839105606"
1912,SAA,50,5,3,20,100,1,2852,"0,01566243172",124,8,3,1,"2,183673469",3,1,"2,163265306","0,2","96,15384615",90,45,2852,"-0,01060170275","0,01566243172"
1913,HS,50,5,3,20,100,1,2757,0,124,8,3,1,"2,183673469",3,1,"2,163265306","0,2","96,15384615",90,45,2757,"-0,01060170275",0
1914,RS,50,5,3,20,100,1,16628,"0,08465528488",124,8,3,1,"2,183673469",3,1,"2,163265306","0,2","96,15384615",90,45,16628,"-0,01060170275","0,08465528488"
1915,SAA,50,5,3,20,100,1,2748,"0,00651144981",117,7,3,1,"1,959183673",3,1,"2,06122449","0,2","96,15384615",82,41,2748,"-0,01509607049","0,00651144981"
1916,HS,50,5,3,20,100,1,2655,"0,01562190056",117,7,3,1,"1,959183673",3,1,"2,06122449","0,2","96,15384615",82,41,2655,"-0,01509607049","0,01562190056"
1917,RS,50,5,3,20,100,1,9805,"0,05344438553",117,7,3,1,"1,959183673",3,1,"2,06122449","0,2","96,15384615",82,41,9805,"-0,01509607049","0,05344438553"
1918,SAA,50,5,3,20,100,1,2886,"0,01558613777",124,7,3,1,"2,102040816",3,1,"2,163265306","0,2","96,15384615",80,40,2886,"-0,03283064597","0,01558613777"
1919,HS,50,5,3,20,100,1,2789,"0,01562738419",124,7,3,1,"2,102040816",3,1,"2,163265306","0,2","96,15384615",80,40,2789,"-0,03283064597","0,01562738419"
1920,RS,50,5,3,20,100,1,12696,"0,06899428368",124,7,3,1,"2,102040816",3,1,"2,163265306","0,2","96,15384615",80,40,12696,"-0,03283064597","0,06899428368"
1921,SAA,50,5,3,20,100,2,2790,"0,01695394516",117,7,3,1,"1,93877551",3,1,"2,081632653","0,2","96,15384615",129,43,2790,"-0,000003353792947","0,01695394516"
