batch,instance,algo,vertices,layer,fan,disRate,percNeg,cpMult,g_vertices,g_edges,g_diameter,g_max in degree,g_min in degree,g_mean in degree,g_max out degree,g_min out degree,g_mean out degree,g_disRate,g_perc Negative,g_deadline,g_last task Early Finish,effort,NPV,time
Random,dg0108_18_25.tpf,RS,18,14,CACULATED_DEGREE,16.0,49.0,E1,18,26,13,4,1,1.4666666666666666,5,1,1.5333333333333334,0.16,38.88888888888889,1000,56,343,0.8686075445198155,0.0
Random,dg0109_71_148.tpf,SAA,71,68,CACULATED_DEGREE,10.0,97.0,E2,71,149,29,5,1,2.1176470588235294,8,1,2.1470588235294117,0.1,92.95774647887323,2000,201,6578,-1.7251738591390764e-74,0.02220296859741211
Random,dg0109_71_148.tpf,HS,71,68,CACULATED_DEGREE,10.0,97.0,E2,71,149,29,5,1,2.1176470588235294,8,1,2.1470588235294117,0.1,92.95774647887323,2000,201,5132,-1.7251738591390764e-74,0.0
Random,dg0109_71_148.tpf,RS,71,68,CACULATED_DEGREE,10.0,97.0,E2,71,149,29,5,1,2.1176470588235294,8,1,2.1470588235294117,0.1,92.95774647887323,2000,201,152871,-1.7251738591390764e-74,0.7552089691162109
Random,dg0110_28_40.tpf,SAA,28,25,CACULATED_DEGREE,4.0,3.0,E2,28,41,21,3,1,1.48,4,1,1.52,0.04,3.571428571428571,2000,97,266,38.92168812399227,0.0
Random,dg0110_28_40.tpf,HS,28,25,CACULATED_DEGREE,4.0,3.0,E2,28,41,21,3,1,1.48,4,1,1.52,0.04,3.571428571428571,2000,97,28,38.92168812399227,0.0
Random,dg0110_28_40.tpf,RS,28,25,CACULATED_DEGREE,4.0,3.0,E2,28,41,21,3,1,1.48,4,1,1.52,0.04,3.571428571428571,2000,88,28,38.92168812399227,0.0
Random,dg0111_67_135.tpf,SAA,67,47,CACULATED_DEGREE,5.0,17.0,E1,67,136,20,12,1,2.0,7,1,2.078125,0.05,17.91044776119403,1000,162,3655,23.156044183884276,0.015584468841552734
Random,dg0111_67_135.tpf,HS,67,47,CACULATED_DEGREE,5.0,17.0,E1,67,136,20,12,1,2.0,7,1,2.078125,0.05,17.91044776119403,1000,162,286,23.156044183884276,0.0
Random,dg0111_67_135.tpf,RS,67,47,CACULATED_DEGREE,5.0,17.0,E1,67,136,20,12,1,2.0,7,1,2.078125,0.05,17.91044776119403,1000,156,807,23.156044183884276,0.0
Random,dg0112_41_64.tpf,SAA,41,19,CACULATED_DEGREE,1.0,47.0,E2,41,65,17,5,1,1.5263157894736843,4,1,1.631578947368421,0.01,46.34146341463415,2000,94,1658,38.63817080361121,0.0
Random,dg0112_41_64.tpf,HS,41,19,CACULATED_DEGREE,1.0,47.0,E2,41,65,17,5,1,1.5263157894736843,4,1,1.631578947368421,0.01,46.34146341463415,2000,94,349,38.63817080361121,0.0
Random,dg0112_41_64.tpf,RS,41,19,CACULATED_DEGREE,1.0,47.0,E2,41,65,17,5,1,1.5263157894736843,4,1,1.631578947368421,0.01,46.34146341463415,2000,94,744,38.63817080361121,0.0065460205078125
Random,dg0113_54_95.tpf,SAA,54,14,CACULATED_DEGREE,9.0,12.0,E1,54,96,14,22,1,1.7647058823529411,10,1,1.8235294117647058,0.09,12.962962962962962,1000,89,2014,17.83848514722419,0.015665054321289062
Random,dg0113_54_95.tpf,HS,54,14,CACULATED_DEGREE,9.0,12.0,E1,54,96,14,22,1,1.7647058823529411,10,1,1.8235294117647058,0.09,12.962962962962962,1000,89,240,17.83848514722419,0.0
Random,dg0113_54_95.tpf,RS,54,14,CACULATED_DEGREE,9.0,12.0,E1,54,96,14,22,1,1.7647058823529411,10,1,1.8235294117647058,0.09,12.962962962962962,1000,89,299,17.83848514722419,0.015621662139892578
Random,dg0114_78_174.tpf,SAA,78,39,CACULATED_DEGREE,16.0,36.0,E2,78,175,19,18,1,2.2266666666666666,7,1,2.2666666666666666,0.16,35.8974358974359,2000,136,5919,5.721503311584688,0.022092103958129883
Random,dg0114_78_174.tpf,HS,78,39,CACULATED_DEGREE,16.0,36.0,E2,78,175,19,18,1,2.2266666666666666,7,1,2.2666666666666666,0.16,35.8974358974359,2000,136,1938,5.721503311584688,0.0
